,body,clusters_0,sentiment_positive_score,sentiment_negative_score,sentiment_combined_score,sentiment_summary,published_date,post_type,total_engagement,comments,shares,likes,author_gender,followers
468,", , , , , , I agree that we should be buying more home produced but exports are essential. There has been an increasing amount circulating over the past few years and there is huge pent up demand ready to spend as soon as we are allowed. I don’t support wage stagnation in the long term.",Government Support,4.112585709,1.73781009,0.514852615,positive,2021-03-07,Replies,0,0,0,0,Unknown,1390
737,"While it goes without saying a scheme like this would benefit metropolitan office workers, it would be indispensable for those in precarious, low paid work and especially for low income and single parent families (women are actually more impacted by long commute times than men!)",Low Income Families,3.635651396,2.931919626,-0.131442665,neutral,2021-07-01,Replies,0,0,0,0,Female,4479
489,"Cost of living will also eat into the real benefit of the pay rise, THOUGH the , finds average wages are rising above inflation (""real terms"". HMT could do more through fuel tax relief to cut energy costs this winter. 2/",House Prices,5.140732137,1.153996424,1.147390849,positive,2021-10-26,Replies,0,0,0,0,Male,715
775,", , Gary tries his hardest not to pay his tax like us poor people have to do, oh and he peddles unhealthy crisps to fat kids. The world is indeed a better place for two faced virtue signalling millionaires like him. 🙄",Poor People,4.054147561,2.244183131,0.244825262,neutral,2021-10-28,Replies,0,0,0,0,Female,359
733,", 2/2 ...milked assiduously. In a period of low growth, the tax charge is grossly unfair. Yes, savings are from gross income, but I have never paid top rate tax, and of course the tax relief on contributions is only deferral of tax anyway. Why has there been so little challenge?",Wage Growth,2.733727789,4.07245564,-0.745153591,negative,2021-03-06,Replies,0,0,0,0,Male,8628
772,", Also, the ""wage growth"" he blurts out is a false measure. The reason the figure for the average wage has gone up is because so many people on low wages lost their jobs! No support from Johnson. Who apart from HGV drivers has had even inflation increase? ,",Poor Pay,1.538661899,6.046352344,-1.71511562,negative,2021-10-02,Replies,0,0,0,0,Male,407
771,", , , I live in Germany, they have freedom of movement and generally higher wages, also worked in Austria where wages are much higher. Please don't pretend you care about the working conditions for the poor when you've clearly voted against that.",Poor Pay,6.28178567,1.318853056,1.21431823,positive,2021-10-03,Replies,0,0,0,0,Male,412
475,", Don’t forget that in the middle of the pandemic, Johnson increased defence spending in real terms and Labour said well done Some time after, Johnson refused to award nurses a reasonable pay increase. The BBC and other broadcasters chose not to highlight the defence spending☹️",Poor Pay,5.597318129,3.187134804,0.216591655,neutral,2021-05-19,Replies,0,0,0,0,Male,1110
770,", , We are facing a sudden cliff edge market correction, following a 17 year gradual change to a economy based on massive supply of foreign labour. This created problems for uk working people poor pay and conditions. A business model wonderful to exploitive employers.not good.",Poor Pay,2.843600297,4.703048196,-0.849713482,negative,2021-07-15,Replies,0,0,0,0,Male,440
769,", Absolute joke of a segment once again. A total of £327 worth of products and thats just for the hair!!!! Can't believe you think we're all rich, Some of us have lost jobs and income and the constant expensive products make us feel poor. thismorning ,",Rich People,2.096739964,2.244183131,-0.414531444,negative,2021-06-30,Replies,4,0,0,4,Male,470
493,", "", want to say a huge thank you by freezing tax allowances, increasing your NI by 1.25%, increasing the NHS's NI bill by 1.25%, forcing consultants to cut hours or retire to avoid huge pension tax bills and slashing temporary staff pay by 25% with IR35"" Thanks Saj",State Pension,2.096739964,4.388596286,-1.085199273,negative,2021-09-09,Replies,0,0,0,0,Unknown,645
478,", Bcos they despise people who are ina lower income bracket or social clique, seeing it as the natural order of life, imho, they also believe that poor people are poor because of personal deficiency & deserve no mercy because they choose to be lazy, The Myth of the Undeserving Poor",Poor People,1.895733531,5.937046589,-1.488179541,negative,2020-11-10,Replies,0,0,0,0,Female,964
481,", , If minimum wage goes up to £15 then ALL wages will need to increase or you are devaluing the work of more skilled jobs. Then the employers have to foot the bill. This will lead to people suffering shrinking wages due to increased costs. , working hard to shrink wages.",Minimum Wage Increase,4.148538695,2.944297162,-0.003687574,neutral,2021-09-28,Replies,0,0,0,0,Unknown,930
482,", Agreed. When approximately £2.6bn of the rise is to protect the assets of people who generally don't pay NIC, it does not seem progressive. Surely the wealth distribution is more important than income distribution in this debate.",Income Tax,5.875122442,1.580426277,0.966458705,positive,2021-09-09,Replies,0,0,0,0,Male,883
767,", Glad I gave up when they went up 5p in the budget around 1979 from 67p to 72p for 20. More from health perspective but yes, no wonder those on low incomes who drink and smoke struggle to put food on the table.",Mental Health,4.92071002,1.788857864,0.665301891,positive,2021-10-28,Replies,0,0,0,0,Unknown,530
484,", , , , Capitalist Greed Wants Unthinking Workers Who Accept Low Pay And Lousy Conditions Like In The Time Of Black Human Slavery. These Wealthy Greedy Selfish Vermin Actually Expect You To Be Grateful For Being Sh*T Upon.",Poor Pay,3.111404021,4.280715508,-0.665619683,negative,2021-08-11,Replies,0,0,0,0,Male,827
766,", , , , Exactly. You can afford it. The poor in the UK will never afford it. Waiting tables in shut EU restaurants will pay zero. Oh, and I'd rather be served by a native, it isn't exactly culturally enriching chatting to an Irishman about italian cuisine. This is the problem.",Poor People,3.300854463,1.978447759,0.165295196,neutral,2020-12-13,Replies,0,0,0,0,Male,619
486,", , , , , We never lost 'sovereignty' you absolute cock. It was a Brexiteer/billionaire libertarian lie to fool low intelligence ppl like you. Now they can roll back worker rights, privatise the NHS and pay fuck all tax. Read the 'sovereign individual' yet? You voted 2 fuck your community",Poor Pay,4.959352051,1.9309001,0.59671524,positive,2021-08-17,Replies,0,0,0,0,Male,772
488,", , , Bang right. Few of us can give our kids the things millionaires can but love is constant and breeds good people, it's not wealth or status which is important and wellpaid Social Workers deciding poor people are 'neglecting' their offspring is an evil.",Leaseholding,4.715506376,2.482585843,0.294982021,neutral,2021-07-05,Replies,0,0,0,0,Unknown,725
479,"However, access to cheap credit led to high levels of public debt. Kaminsky notes that this led to a decrease in economic growth, which causes the financial crisis as countries were unable to pay back their debts LSEPostCOVID",Wage Growth,1.538661899,4.44582645,-1.407626228,negative,2021-11-02,Replies,0,0,0,0,Male,955
758,", , Those on legacy benefits such Income Support & ESA etc never even got the uplift or any extra help, blame put on tech issues then they were ignored. It needs backdating for them. Plus get rid of the so called 'Bedroom tax' it's unfair & leaves many suffering hardships.",Income Tax,2.219748447,4.1302357,-0.967514189,negative,2021-10-06,Replies,0,0,0,0,Unknown,1018
342,", , Yes. Agree. The jam group are growing and it’s all inextricably linked with housing, work, poor pay, lack of training. Demonised by MSM. High performing jurisdictions have political strength behind them providing the proper funding to raise achievement ours uses rhetoric IMO.",Mental Health,4.126068079,2.172262613,0.294982021,neutral,2021-01-16,Replies,0,0,0,0,Male,61
306,", , As well as price inelastic, cheap/free food is economically an inferior good meaning demand has an inverse relationship with income. As income falls, people switch to cheap or free food as they can't easily reduce consumption. Want to reduce foodbank demand? Increase incomes.",Leaseholding,6.191356453,2.208222872,0.684392547,positive,2021-01-14,Replies,0,0,0,0,Male,168
167,", , , , Sadly someone who has lived on ""MP Benefits"" seems to forget the real struggles some of his low income constituency Citizens now face 😢",Low Income Families,3.469856771,3.47562018,-0.348233206,negative,2021-01-19,Replies,0,0,0,0,Unknown,3013
165,", , , , , , , , I was a trade union rep before you were born, pushing for higher wages! I've also worked with people on low incomes trying to battle high inflation! It's hard to have one without the other, balancing is vital! If you only have high wages, inflation will wipe out the benefit!",House Prices,3.111404021,3.334369838,-0.415783219,negative,2021-10-20,Replies,0,0,0,0,Male,3101
913,", , Lower taxes to allow investing. The stamp duty holiday worked wonders for real estate Cut the fat. Too much dumb spending like the heads of ""diversity"" on the NHS getting paid alkost 6 figures to post shit about white people",Low Income Families,4.126068079,2.208222872,0.278563263,neutral,2021-09-06,Replies,0,0,0,0,Unknown,30
